Time,Signal,Inhibition
3.187,30.408,#N/A
3.19,28.266,#N/A
3.194,26.4,#N/A
3.197,24.902,#N/A
3.2,23.802,#N/A
3.204,23.082,#N/A
3.207,22.693,#N/A
3.21,22.573,#N/A
3.214,22.659,#N/A
3.217,22.901,#N/A
3.22,23.282,#N/A
3.224,23.833,#N/A
3.227,24.652,7.22592
3.23,25.903,#N/A
3.234,27.789,#N/A
3.237,30.505,#N/A
3.24,34.173,#N/A
3.244,38.802,#N/A
3.247,44.271,#N/A
3.25,50.364,#N/A
3.254,56.812,#N/A
3.257,63.322,#N/A
3.26,69.576,#N/A
3.264,75.217,#N/A
3.267,79.828,#N/A
3.27,82.965,#N/A
3.274,84.227,#N/A
3.277,83.353,#N/A
3.28,80.309,#N/A
3.284,75.326,#N/A
3.287,68.868,#N/A
3.29,61.55,#N/A
3.294,54.023,#N/A
3.297,46.869,#N/A
3.3,40.526,#N/A
3.304,35.249,#N/A
3.307,31.122,#N/A
3.31,28.089,#N/A
3.314,26.003,#N/A
3.317,24.678,#N/A
3.32,23.924,#N/A
3.324,23.567,#N/A
3.327,23.46,#N/A
3.33,23.489,#N/A
3.334,23.574,#N/A
3.337,23.671,#N/A
3.34,23.772,#N/A
3.344,23.901,#N/A
3.347,24.096,#N/A
3.35,24.392,#N/A
3.354,24.81,#N/A
3.357,25.341,#N/A
3.36,25.948,-1.20618
3.364,26.566,#N/A
3.367,27.112,#N/A
3.37,27.505,#N/A
3.374,27.684,#N/A
3.377,27.625,#N/A
3.38,27.351,#N/A
3.384,26.927,#N/A
3.387,26.448,#N/A
3.39,26.02,#N/A
3.394,25.736,#N/A
3.397,25.652,#N/A
3.4,25.778,#N/A
3.404,26.073,#N/A
3.407,26.464,#N/A
3.41,26.863,#N/A
3.414,27.194,#N/A
3.417,27.414,#N/A
3.42,27.516,#N/A
3.424,27.523,#N/A
3.427,27.473,#N/A
3.43,27.396,#N/A
3.434,27.302,#N/A
3.437,27.175,#N/A
3.44,26.978,#N/A
3.444,26.669,#N/A
3.447,26.211,#N/A
3.45,25.589,#N/A
3.454,24.818,#N/A
3.457,23.941,#N/A
3.46,23.021,#N/A
3.464,22.128,#N/A
3.467,21.328,#N/A
3.47,20.67,#N/A
3.474,20.185,#N/A
3.477,19.885,#N/A
3.48,19.77,#N/A
3.484,19.852,#N/A
3.487,20.169,#N/A
3.49,20.81,#N/A
3.494,21.913,#N/A
3.497,23.649,#N/A
3.5,26.183,#N/A
3.504,29.63,#N/A
3.507,34.014,#N/A
3.51,39.255,#N/A
3.514,45.158,#N/A
3.517,51.425,#N/A
3.52,57.66,#N/A
3.524,63.392,#N/A
3.527,68.116,#N/A
3.53,71.356,#N/A
3.534,72.755,#N/A
3.537,72.153,#N/A
3.54,69.643,#N/A
3.544,65.562,#N/A
3.547,60.435,#N/A
3.55,54.878,#N/A
3.554,49.486,#N/A
3.557,44.743,#N/A
3.56,40.959,#N/A
3.564,38.254,#N/A
3.567,36.564,#N/A
3.57,35.689,#N/A
3.574,35.347,#N/A
3.577,35.236,#N/A
3.58,35.095,#N/A
3.584,34.745,#N/A
3.587,34.101,#N/A
3.59,33.164,#N/A
3.594,31.995,#N/A
3.597,30.681,#N/A
3.6,29.302,#N/A
3.604,27.921,#N/A
3.607,26.581,#N/A
3.61,25.308,#N/A
3.614,24.127,#N/A
3.617,23.067,#N/A
3.62,22.167,#N/A
3.624,21.475,#N/A
3.627,21.044,6.0327
3.63,20.92,#N/A
3.634,21.142,#N/A
3.637,21.729,#N/A
3.64,22.676,#N/A
3.644,23.958,#N/A
3.647,25.521,#N/A
3.65,27.29,#N/A
3.654,29.169,#N/A
3.657,31.036,#N/A
3.66,32.75,#N/A
3.664,34.161,#N/A
3.667,35.129,#N/A
3.67,35.545,#N/A
3.674,35.36,#N/A
3.677,34.592,#N/A
3.68,33.324,#N/A
3.684,31.695,#N/A
3.687,29.87,#N/A
3.69,28.012,#N/A
3.694,26.261,#N/A
3.697,24.714,#N/A
3.7,23.422,#N/A
3.704,22.394,#N/A
3.707,21.608,#N/A
3.71,21.034,#N/A
3.714,20.653,#N/A
3.717,20.468,#N/A
3.72,20.515,#N/A
3.724,20.848,#N/A
3.727,21.521,#N/A
3.73,22.56,#N/A
3.734,23.933,#N/A
3.737,25.538,#N/A
3.74,27.21,#N/A
3.744,28.749,#N/A
3.747,29.958,#N/A
3.75,30.691,#N/A
3.754,30.877,#N/A
3.757,30.54,#N/A
3.76,29.781,-7.22002
3.764,28.761,#N/A
3.767,27.671,#N/A
3.77,26.702,#N/A
3.774,26.025,#N/A
3.777,25.77,#N/A
3.78,26.004,#N/A
3.784,26.722,#N/A
3.787,27.84,#N/A
3.79,29.207,#N/A
3.794,30.631,#N/A
3.797,31.912,#N/A
3.8,32.887,#N/A
3.804,33.455,#N/A
3.807,33.585,#N/A
3.81,33.31,#N/A
3.814,32.708,#N/A
3.817,31.876,#N/A
3.82,30.913,#N/A
3.824,29.904,#N/A
3.827,28.909,#N/A
3.83,27.969,#N/A
3.834,27.107,#N/A
3.837,26.336,#N/A
3.84,25.677,#N/A
3.844,25.159,#N/A
3.847,24.826,#N/A
3.85,24.73,#N/A
3.854,24.918,#N/A
3.857,25.413,#N/A
3.86,26.21,#N/A
3.864,27.269,#N/A
3.867,28.518,#N/A
3.87,29.859,#N/A
3.874,31.184,#N/A
3.877,32.384,#N/A
3.88,33.37,#N/A
3.884,34.088,#N/A
3.887,34.533,#N/A
3.89,34.747,#N/A
3.894,34.8,#N/A
3.897,34.766,#N/A
3.9,34.691,#N/A
3.904,34.584,#N/A
3.907,34.415,#N/A
3.91,34.128,#N/A
3.914,33.669,#N/A
3.917,33,#N/A
3.92,32.12,#N/A
3.924,31.063,#N/A
3.927,29.89,#N/A
3.93,28.679,#N/A
3.934,27.506,#N/A
3.937,26.438,#N/A
3.94,25.527,#N/A
3.944,24.808,#N/A
3.947,24.303,#N/A
3.95,24.02,#N/A
3.954,23.957,#N/A
3.957,24.11,#N/A
3.96,24.472,#N/A
3.964,25.041,#N/A
3.967,25.817,#N/A
3.97,26.796,#N/A
3.974,27.955,#N/A
3.977,29.238,#N/A
3.98,30.56,#N/A
3.984,31.804,#N/A
3.987,32.851,#N/A
3.99,33.601,#N/A
3.994,33.997,#N/A
3.997,34.037,#N/A
4,33.768,#N/A
4.004,33.277,#N/A
4.007,32.667,#N/A
4.01,32.04,#N/A
4.014,31.482,#N/A
4.017,31.046,#N/A
4.02,30.746,#N/A
4.024,30.552,#N/A
4.027,30.405,-6.65523
4.03,30.226,#N/A
4.034,29.945,#N/A
4.037,29.515,#N/A
4.04,28.925,#N/A
4.044,28.194,#N/A
4.047,27.372,#N/A
4.05,26.516,#N/A
4.054,25.682,#N/A
4.057,24.912,#N/A
4.06,24.23,#N/A
4.064,23.636,#N/A
4.067,23.122,#N/A
4.07,22.671,#N/A
4.074,22.276,#N/A
4.077,21.943,#N/A
4.08,21.701,#N/A
4.084,21.596,#N/A
4.087,21.689,#N/A
4.09,22.039,#N/A
4.094,22.69,#N/A
4.097,23.653,#N/A
4.1,24.895,#N/A
4.104,26.329,#N/A
4.107,27.826,#N/A
4.11,29.223,#N/A
4.114,30.361,#N/A
4.117,31.114,#N/A
4.12,31.415,#N/A
4.124,31.267,#N/A
4.127,30.741,#N/A
4.13,29.952,#N/A
4.134,29.032,#N/A
4.137,28.1,#N/A
4.14,27.254,#N/A
4.144,26.577,#N/A
4.147,26.159,#N/A
4.15,26.12,#N/A
4.154,26.612,#N/A
4.157,27.786,#N/A
4.16,29.736,-1.65961
4.164,32.435,#N/A
4.167,35.697,#N/A
4.17,39.197,#N/A
4.174,42.538,#N/A
4.177,45.351,#N/A
4.18,47.379,#N/A
4.184,48.535,#N/A
4.187,48.887,#N/A
4.19,48.609,#N/A
4.194,47.906,#N/A
4.197,46.946,#N/A
4.2,45.829,#N/A
4.204,44.59,#N/A
4.207,43.226,#N/A
4.21,41.73,#N/A
4.214,40.121,#N/A
4.217,38.445,#N/A
4.22,36.769,#N/A
4.224,35.164,#N/A
4.227,33.691,#N/A
4.23,32.399,#N/A
4.234,31.32,#N/A
4.237,30.472,#N/A
4.24,29.853,#N/A
4.244,29.437,#N/A
4.247,29.173,#N/A
4.25,28.993,#N/A
4.254,28.817,#N/A
4.257,28.574,#N/A
4.26,28.21,#N/A
4.264,27.699,#N/A
4.267,27.044,#N/A
4.27,26.275,#N/A
4.274,25.44,#N/A
4.277,24.596,#N/A
4.28,23.799,#N/A
4.284,23.096,#N/A
4.287,22.518,#N/A
4.29,22.079,#N/A
4.294,21.781,#N/A
4.297,21.615,#N/A
4.3,21.569,#N/A
4.304,21.623,#N/A
4.307,21.754,#N/A
4.31,21.933,#N/A
4.314,22.128,#N/A
4.317,22.307,#N/A
4.32,22.448,#N/A
4.324,22.54,#N/A
4.327,22.583,#N/A
4.33,22.586,#N/A
4.334,22.562,#N/A
4.337,22.519,#N/A
4.34,22.463,#N/A
4.344,22.39,#N/A
4.347,22.293,#N/A
4.35,22.164,#N/A
4.354,22.001,#N/A
4.357,21.805,#N/A
4.36,21.589,#N/A
4.364,21.372,#N/A
4.367,21.177,#N/A
4.37,21.028,#N/A
4.374,20.941,#N/A
4.377,20.922,#N/A
4.38,20.962,#N/A
4.384,21.044,#N/A
4.387,21.143,#N/A
4.39,21.24,#N/A
4.394,21.322,#N/A
4.397,21.394,#N/A
4.4,21.471,#N/A
4.404,21.577,#N/A
4.407,21.732,#N/A
4.41,21.949,#N/A
4.414,22.226,#N/A
4.417,22.55,#N/A
4.42,22.902,#N/A
4.424,23.258,#N/A
4.427,23.589,-14.12878
4.43,23.867,#N/A
4.434,24.067,#N/A
4.437,24.176,#N/A
4.44,24.196,#N/A
4.444,24.147,#N/A
4.447,24.067,#N/A
4.45,23.994,#N/A
4.454,23.961,#N/A
4.457,23.984,#N/A
4.46,24.065,#N/A
4.464,24.197,#N/A
4.467,24.375,#N/A
4.47,24.593,#N/A
4.474,24.851,#N/A
4.477,25.149,#N/A
4.48,25.487,#N/A
4.484,25.87,#N/A
4.487,26.315,#N/A
4.49,26.858,#N/A
4.494,27.536,#N/A
4.497,28.375,#N/A
4.5,29.367,#N/A
4.504,30.454,#N/A
4.507,31.539,#N/A
4.51,32.502,#N/A
4.514,33.233,#N/A
4.517,33.654,#N/A
4.52,33.732,#N/A
4.524,33.476,#N/A
4.527,32.926,#N/A
4.53,32.135,#N/A
4.534,31.159,#N/A
4.537,30.049,#N/A
4.54,28.853,#N/A
4.544,27.617,#N/A
4.547,26.387,#N/A
4.55,25.215,#N/A
4.554,24.149,#N/A
4.557,23.231,4.15536
4.56,22.488,#N/A
4.564,21.926,#N/A
4.567,21.532,#N/A
4.57,21.271,#N/A
4.574,21.099,#N/A
4.577,20.972,#N/A
4.58,20.855,#N/A
4.584,20.725,#N/A
4.587,20.575,#N/A
4.59,20.409,#N/A
4.594,20.245,#N/A
4.597,20.101,#N/A
4.6,19.999,#N/A
4.604,19.954,#N/A
4.607,19.977,#N/A
4.61,20.063,#N/A
4.614,20.198,#N/A
4.617,20.359,#N/A
4.62,20.521,#N/A
4.624,20.664,#N/A
4.627,20.775,#N/A
4.63,20.85,#N/A
4.634,20.896,#N/A
4.637,20.922,#N/A
4.64,20.94,#N/A
4.644,20.968,#N/A
4.647,21.033,#N/A
4.65,21.185,#N/A
4.654,21.51,#N/A
4.657,22.132,#N/A
4.66,23.189,#N/A
4.664,24.79,#N/A
4.667,26.954,#N/A
4.67,29.572,#N/A
4.674,32.392,#N/A
4.677,35.07,#N/A
4.68,37.241,#N/A
4.684,38.616,#N/A
4.687,39.043,#N/A
4.69,38.54,4.24684
4.694,37.267,#N/A
4.697,35.482,#N/A
4.7,33.465,#N/A
4.704,31.464,#N/A
4.707,29.656,#N/A
4.71,28.137,#N/A
4.714,26.928,#N/A
4.717,26.003,#N/A
4.72,25.307,#N/A
4.724,24.777,#N/A
4.727,24.361,#N/A
4.73,24.019,#N/A
4.734,23.725,#N/A
4.737,23.462,#N/A
4.74,23.218,#N/A
4.744,22.987,#N/A
4.747,22.76,#N/A
4.75,22.529,#N/A
4.754,22.293,#N/A
4.757,22.054,#N/A
4.76,21.822,#N/A
4.764,21.608,#N/A
4.767,21.431,#N/A
4.77,21.312,#N/A
4.774,21.272,#N/A
4.777,21.331,#N/A
4.78,21.503,#N/A
4.784,21.784,#N/A
4.787,22.152,#N/A
4.79,22.562,#N/A
4.794,22.954,#N/A
4.797,23.267,#N/A
4.8,23.455,#N/A
4.804,23.492,#N/A
4.807,23.383,#N/A
4.81,23.162,#N/A
4.814,22.881,#N/A
4.817,22.605,#N/A
4.82,22.396,#N/A
4.824,22.3,#N/A
4.827,22.344,#N/A
4.83,22.523,#N/A
4.834,22.814,#N/A
4.837,23.177,#N/A
4.84,23.572,#N/A
4.844,23.957,#N/A
4.847,24.301,#N/A
4.85,24.572,#N/A
4.854,24.745,#N/A
4.857,24.804,#N/A
4.86,24.739,#N/A
4.864,24.561,#N/A
4.867,24.302,#N/A
4.87,24.02,#N/A
4.874,23.801,#N/A
4.877,23.759,#N/A
4.88,24.017,#N/A
4.884,24.685,#N/A
4.887,25.819,#N/A
4.89,27.389,#N/A
4.894,29.265,#N/A
4.897,31.23,#N/A
4.9,33.027,#N/A
4.904,34.41,#N/A
4.907,35.204,#N/A
4.91,35.335,#N/A
4.914,34.837,#N/A
4.917,33.833,#N/A
4.92,32.493,#N/A
4.924,30.994,#N/A
4.927,29.491,#N/A
4.93,28.092,#N/A
4.934,26.863,#N/A
4.937,25.824,#N/A
4.94,24.967,#N/A
4.944,24.265,#N/A
4.947,23.684,#N/A
4.95,23.193,#N/A
4.954,22.767,#N/A
4.957,22.388,-5.69667
4.96,22.045,#N/A
4.964,21.736,#N/A
4.967,21.465,#N/A
4.97,21.24,#N/A
4.974,21.072,#N/A
4.977,20.974,#N/A
4.98,20.956,#N/A
4.984,21.03,#N/A
4.987,21.201,#N/A
4.99,21.472,#N/A
4.994,21.846,#N/A
4.997,22.33,#N/A
5,22.938,#N/A
5.004,23.689,#N/A
5.007,24.593,#N/A
5.01,25.635,#N/A
5.014,26.765,#N/A
5.017,27.891,#N/A
5.02,28.9,#N/A
5.024,29.681,#N/A
5.027,30.156,#N/A
5.03,30.305,#N/A
5.034,30.162,#N/A
5.037,29.808,#N/A
5.04,29.341,#N/A
5.044,28.846,#N/A
5.047,28.378,#N/A
5.05,27.952,#N/A
5.054,27.558,#N/A
5.057,27.166,#N/A
5.06,26.746,#N/A
5.064,26.276,#N/A
5.067,25.747,#N/A
5.07,25.168,#N/A
5.074,24.558,#N/A
5.077,23.946,#N/A
5.08,23.363,#N/A
5.084,22.837,#N/A
5.087,22.397,#N/A
5.09,22.064,3.3042
5.094,21.86,#N/A
5.097,21.796,#N/A
5.1,21.875,#N/A
5.104,22.083,#N/A
5.107,22.384,#N/A
5.11,22.731,#N/A
5.114,23.066,#N/A
5.117,23.335,#N/A
5.12,23.496,#N/A
5.124,23.528,#N/A
5.127,23.435,#N/A
5.13,23.238,#N/A
5.134,22.971,#N/A
5.137,22.669,#N/A
5.14,22.368,#N/A
5.144,22.091,#N/A
5.147,21.853,#N/A
5.15,21.664,#N/A
5.154,21.523,#N/A
5.157,21.431,#N/A
5.16,21.384,#N/A
5.164,21.382,#N/A
5.167,21.424,#N/A
5.17,21.515,#N/A
5.174,21.658,#N/A
5.177,21.853,#N/A
5.18,22.093,#N/A
5.184,22.361,#N/A
5.187,22.633,#N/A
5.19,22.88,#N/A
5.194,23.075,#N/A
5.197,23.206,#N/A
5.2,23.277,#N/A
5.204,23.311,#N/A
5.207,23.344,#N/A
5.21,23.416,#N/A
5.214,23.566,#N/A
5.217,23.829,#N/A
5.22,24.226,#N/A
5.224,24.769,#N/A
5.227,25.449,#N/A
5.23,26.229,#N/A
5.234,27.048,#N/A
5.237,27.825,#N/A
5.24,28.474,#N/A
5.244,28.923,#N/A
5.247,29.131,#N/A
5.25,29.093,#N/A
5.254,28.835,#N/A
5.257,28.4,#N/A
5.26,27.84,#N/A
5.264,27.199,#N/A
5.267,26.515,#N/A
5.27,25.823,#N/A
5.274,25.161,#N/A
5.277,24.586,#N/A
5.28,24.199,#N/A
5.284,24.189,#N/A
5.287,24.883,#N/A
5.29,26.774,#N/A
5.294,30.475,#N/A
5.297,36.555,#N/A
5.3,45.307,#N/A
5.304,56.505,#N/A
5.307,69.299,#N/A
5.31,82.294,#N/A
5.314,93.835,#N/A
5.317,102.39,#N/A
5.32,106.907,#N/A
5.324,107.028,#N/A
5.327,103.104,#N/A
5.33,96.039,#N/A
5.334,87.032,#N/A
5.337,77.308,#N/A
5.34,67.911,#N/A
5.344,59.582,#N/A
5.347,52.728,#N/A
5.35,47.468,#N/A
5.354,43.716,#N/A
5.357,41.278,-0.72889
5.36,39.936,#N/A
5.364,39.503,#N/A
5.367,39.831,#N/A
5.37,40.784,#N/A
5.374,42.192,#N/A
5.377,43.824,#N/A
5.38,45.396,#N/A
5.384,46.619,#N/A
5.387,47.261,#N/A
5.39,47.209,#N/A
5.394,46.487,#N/A
5.397,45.236,#N/A
5.4,43.659,#N/A
5.404,41.964,#N/A
5.407,40.306,#N/A
5.41,38.783,#N/A
5.414,37.443,#N/A
5.417,36.336,#N/A
5.42,35.57,#N/A
5.424,35.353,#N/A
5.427,36.011,#N/A
5.43,37.949,#N/A
5.434,41.562,#N/A
5.437,47.087,#N/A
5.44,54.459,#N/A
5.444,63.205,#N/A
5.447,72.457,#N/A
5.45,81.099,#N/A
5.454,88.014,#N/A
5.457,92.372,#N/A
5.46,93.842,#N/A
5.464,92.667,#N/A
5.467,89.565,#N/A
5.47,85.491,#N/A
5.474,81.36,#N/A
5.477,77.807,#N/A
5.48,75.08,#N/A
5.484,73.065,#N/A
5.487,71.44,#N/A
5.49,69.87,2.49281
5.494,68.202,#N/A
5.497,66.584,#N/A
5.5,65.459,#N/A
5.504,65.437,#N/A
5.507,67.07,#N/A
5.51,70.611,#N/A
5.514,75.856,#N/A
5.517,82.131,#N/A
5.52,88.43,#N/A
5.524,93.661,#N/A
5.527,96.902,#N/A
5.53,97.596,#N/A
5.534,95.636,#N/A
5.537,91.32,#N/A
5.54,85.24,#N/A
5.544,78.138,#N/A
5.547,70.776,#N/A
5.55,63.852,#N/A
5.554,57.939,#N/A
5.557,53.433,#N/A
5.56,50.512,#N/A
5.564,49.109,#N/A
5.567,48.924,#N/A
5.57,49.482,#N/A
5.574,50.242,#N/A
5.577,50.717,#N/A
5.58,50.579,#N/A
5.584,49.709,#N/A
5.587,48.191,#N/A
5.59,46.252,#N/A
5.594,44.182,#N/A
5.597,42.253,#N/A
5.6,40.666,#N/A
5.604,39.536,#N/A
5.607,38.893,#N/A
5.61,38.697,#N/A
5.614,38.858,#N/A
5.617,39.244,#N/A
5.62,39.694,#N/A
5.624,40.042,#N/A
5.627,40.149,#N/A
5.63,39.923,#N/A
5.634,39.35,#N/A
5.637,38.487,#N/A
5.64,37.448,#N/A
5.644,36.367,#N/A
5.647,35.365,#N/A
5.65,34.516,#N/A
5.654,33.842,#N/A
5.657,33.325,#N/A
5.66,32.936,#N/A
5.664,32.692,#N/A
5.667,32.711,#N/A
5.67,33.269,#N/A
5.674,34.821,#N/A
5.677,37.951,#N/A
5.68,43.322,#N/A
5.684,51.71,#N/A
5.687,64.266,#N/A
5.69,82.89,#N/A
5.694,110.376,#N/A
5.697,149.908,#N/A
5.7,203.768,#N/A
5.704,271.694,#N/A
5.707,349.664,#N/A
5.71,429.876,#N/A
5.714,502.151,#N/A
5.717,556.369,#N/A
5.72,585.033,#N/A
5.724,585.035,#N/A
5.727,558.06,#N/A
5.73,509.686,#N/A
5.734,447.677,#N/A
5.737,380.12,#N/A
5.74,313.967,#N/A
5.744,254.216,#N/A
5.747,203.721,#N/A
5.75,163.46,#N/A
5.754,133.008,#N/A
5.757,111.052,-1.09879
5.76,95.836,#N/A
5.764,85.516,#N/A
5.767,78.404,#N/A
5.77,73.133,#N/A
5.774,68.731,#N/A
5.777,64.628,#N/A
5.78,60.597,#N/A
5.784,56.656,#N/A
5.787,52.948,#N/A
5.79,49.639,#N/A
5.794,46.838,#N/A
5.797,44.57,#N/A
5.8,42.774,#N/A
5.804,41.343,#N/A
5.807,40.162,#N/A
5.81,39.139,#N/A
5.814,38.227,#N/A
5.817,37.421,#N/A
5.82,36.747,#N/A
5.824,36.248,#N/A
5.827,35.967,#N/A
5.83,35.929,#N/A
5.834,36.136,#N/A
5.837,36.558,#N/A
5.84,37.142,#N/A
5.844,37.81,#N/A
5.847,38.478,#N/A
5.85,39.069,#N/A
5.854,39.538,#N/A
5.857,39.916,#N/A
5.86,40.36,#N/A
5.864,41.194,#N/A
5.867,42.909,#N/A
5.87,46.084,#N/A
5.874,51.237,#N/A
5.877,58.648,#N/A
5.88,68.203,#N/A
5.884,79.344,#N/A
5.887,91.114,-7.79675
5.89,102.318,#N/A
5.894,111.729,#N/A
5.897,118.316,#N/A
5.9,121.414,#N/A
5.904,120.821,#N/A
5.907,116.801,#N/A
5.91,109.992,#N/A
5.914,101.271,#N/A
5.917,91.587,#N/A
5.92,81.81,#N/A
5.924,72.622,#N/A
5.927,64.462,#N/A
5.93,57.533,#N/A
5.934,51.841,#N/A
5.937,47.266,#N/A
5.94,43.622,#N/A
5.944,40.717,#N/A
5.947,38.381,#N/A
5.95,36.489,#N/A
5.954,34.958,#N/A
5.957,33.745,#N/A
5.96,32.857,#N/A
5.964,32.366,#N/A
5.967,32.445,#N/A
5.97,33.405,#N/A
5.974,35.68,#N/A
5.977,39.738,#N/A
5.98,45.905,#N/A
5.984,54.2,#N/A
5.987,64.288,#N/A
5.99,75.677,#N/A
5.994,88.127,#N/A
5.997,102.106,#N/A
6,118.966,#N/A
6.004,140.589,#N/A
6.007,168.518,#N/A
6.01,202.899,#N/A
6.014,241.763,#N/A
6.017,281.043,#N/A
6.02,315.408,-2.88067
6.024,339.627,#N/A
6.027,349.95,#N/A
6.03,345.006,#N/A
6.034,325.968,#N/A
6.037,296.027,#N/A
6.04,259.459,#N/A
6.044,220.625,#N/A
6.047,183.207,#N/A
6.05,149.805,#N/A
6.054,121.886,#N/A
6.057,99.97,#N/A
6.06,83.898,#N/A
6.064,73.075,#N/A
6.067,66.637,#N/A
6.07,63.564,#N/A
6.074,62.762,#N/A
6.077,63.18,#N/A
6.08,63.92,#N/A
6.084,64.346,#N/A
6.087,64.132,#N/A
6.09,63.237,#N/A
6.094,61.811,#N/A
6.097,60.08,#N/A
6.1,58.239,#N/A
6.104,56.401,#N/A
6.107,54.591,#N/A
6.11,52.789,#N/A
6.114,50.975,#N/A
6.117,49.165,#N/A
6.12,47.424,#N/A
6.124,45.871,#N/A
6.127,44.665,#N/A
6.13,43.996,#N/A
6.134,44.05,#N/A
6.137,44.962,#N/A
6.14,46.748,#N/A
6.144,49.252,#N/A
6.147,52.139,#N/A
6.15,54.94,#N/A
6.154,57.151,#N/A
6.157,58.351,#N/A
6.16,58.294,#N/A
6.164,56.953,#N/A
6.167,54.508,#N/A
6.17,51.28,#N/A
6.174,47.65,#N/A
6.177,43.977,#N/A
6.18,40.544,#N/A
6.184,37.531,#N/A
6.187,35.021,#N/A
6.19,33.017,#N/A
6.194,31.475,#N/A
6.197,30.328,#N/A
6.2,29.506,#N/A
6.204,28.952,#N/A
6.207,28.618,#N/A
6.21,28.47,#N/A
6.214,28.474,#N/A
6.217,28.596,#N/A
6.22,28.794,#N/A
6.224,29.021,#N/A
6.227,29.23,#N/A
6.23,29.377,#N/A
6.234,29.434,#N/A
6.237,29.395,#N/A
6.24,29.273,#N/A
6.244,29.104,#N/A
6.247,28.929,#N/A
6.25,28.79,#N/A
6.254,28.712,#N/A
6.257,28.7,#N/A
6.26,28.74,#N/A
6.264,28.807,#N/A
6.267,28.881,#N/A
6.27,28.956,#N/A
6.274,29.054,#N/A
6.277,29.226,#N/A
6.28,29.537,#N/A
6.284,30.046,#N/A
6.287,30.776,7.67139
6.29,31.69,#N/A
6.294,32.689,#N/A
6.297,33.637,#N/A
6.3,34.39,#N/A
6.304,34.838,#N/A
6.307,34.932,#N/A
6.31,34.694,#N/A
6.314,34.206,#N/A
6.317,33.589,#N/A
6.32,32.975,#N/A
6.324,32.485,#N/A
6.327,32.215,#N/A
6.33,32.228,#N/A
6.334,32.55,#N/A
6.337,33.175,#N/A
